club_name,league,annual_revenue_eur_m,wage_to_revenue,operating_cash_flow_eur_m,debt_to_assets,regulatory_headroom_eur_m,uefa_coefficient_trend,league_position_trend,broadcast_revenue_share,payment_timeliness_score,management_tenure_years,true_pd,defaulted
Olympia Dollard,Eredivisie,53.5,0.832,29.3,0.247,25.1,6.8,-6.41,0.568,0.953,9.1,0.0004,0
FC Nordhafen,Bundesliga,141.4,0.933,-5.6,0.458,-11.6,-4.47,2.03,0.451,0.475,2.9,0.5936,1
FC Maasdijk,Eredivisie,183.1,0.847,49.8,0.169,-6.5,-0.19,8.34,0.304,0.977,11.7,0.0006,0
Union Kempen,Belgian Pro League,69.0,0.87,30.9,0.594,8.2,-3.3,-6.3,0.201,0.511,6.0,0.1214,0
FC Walloon Rovers,Belgian Pro League,167.2,0.936,-12.3,0.626,35.6,9.86,3.18,0.553,0.621,6.3,0.0794,0
Olympia Dollard,Eredivisie,97.2,0.58,-18.8,0.576,48.2,-9.37,-9.09,0.531,0.674,10.9,0.0098,0
Sparta Veenendaal,Eredivisie,171.1,0.869,2.8,0.618,5.7,13.09,0.62,0.533,0.49,11.0,0.1731,0
TSV Mooshausen,Bundesliga,183.9,0.876,-6.4,0.166,30.0,2.41,4.83,0.419,0.563,8.4,0.0051,0
SK Meerhout,Belgian Pro League,131.5,0.671,24.1,0.234,27.8,3.35,-9.32,0.52,0.223,11.7,0.0325,0
SpVgg Lindenau,Bundesliga,59.7,0.663,-22.3,0.684,52.4,0.5,-3.33,0.486,0.362,3.9,0.1382,0
AFC Kanaalstad,Eredivisie,56.6,0.674,36.1,0.753,-1.2,1.63,7.56,0.319,0.702,2.8,0.0047,0
AFC Kanaalstad,Eredivisie,118.2,0.637,19.5,0.663,27.1,5.03,-5.49,0.459,0.039,0.4,0.1784,0
RKC Zandvoort-Noord,Eredivisie,69.6,0.829,31.9,0.656,23.9,4.65,4.46,0.457,0.7,4.2,0.0026,0
SK Meerhout,Belgian Pro League,184.5,0.574,47.2,0.619,14.6,-8.58,2.24,0.612,0.304,7.2,0.0124,0
FC Hertenbos,Eredivisie,95.3,0.888,17.9,0.69,-10.7,2.47,-6.73,0.417,0.272,3.7,0.8188,1
Union Kempen,Belgian Pro League,142.6,0.578,55.7,0.654,-0.8,-4.36,4.83,0.418,0.693,7.0,0.0009,0
Olympia Dollard,Eredivisie,142.7,0.537,60.7,0.662,24.5,4.11,0.64,0.692,0.215,0.6,0.0183,0
Union Kempen,Belgian Pro League,218.7,0.654,21.1,0.194,35.3,1.44,-7.76,0.647,0.962,4.2,0.0001,0
FC Walloon Rovers,Belgian Pro League,90.2,0.647,-12.0,0.26,35.9,-9.61,8.99,0.321,0.991,9.0,0.0001,0
Royal Ardennes FC,Belgian Pro League,127.4,1.044,10.6,0.43,-7.4,7.04,-0.16,0.655,0.458,1.3,0.8935,0
Sparta Veenendaal,Eredivisie,142.3,0.681,1.6,0.528,44.4,-1.29,4.9,0.269,0.401,8.6,0.0097,0
SC Lindehoven,Eredivisie,104.1,0.656,20.8,0.7,16.3,1.54,-5.65,0.627,0.079,9.2,0.2991,1
Sparta Veenendaal,Eredivisie,104.5,0.643,9.1,0.426,51.9,5.18,-7.26,0.292,0.778,6.8,0.0007,0
SpVgg Lindenau,Bundesliga,80.0,0.747,14.1,0.402,-2.0,4.59,4.83,0.413,0.163,10.6,0.0485,0
KV Scheldebrug,Belgian Pro League,154.2,0.833,44.6,0.683,38.4,7.47,3.48,0.692,0.933,11.5,0.0001,0
KVC Houtland,Belgian Pro League,151.6,0.926,6.6,0.344,39.9,-8.8,-4.52,0.249,0.991,0.4,0.0026,0
FC Walloon Rovers,Belgian Pro League,149.9,0.709,26.7,0.711,41.4,-11.69,4.93,0.62,0.122,8.1,0.0192,0
Olympia Dollard,Eredivisie,233.5,0.806,21.0,0.251,37.6,5.08,0.1,0.447,0.683,2.8,0.0011,0
FC Waldkirchen,Bundesliga,148.2,0.771,45.6,0.417,11.8,-7.92,-3.03,0.255,0.466,4.9,0.0172,0
SK Meerhout,Belgian Pro League,71.2,0.996,25.3,0.487,26.0,-11.56,5.74,0.676,0.541,7.5,0.0488,0
SK Meerhout,Belgian Pro League,114.0,0.832,-18.3,0.398,23.0,-11.06,2.34,0.475,0.18,8.5,0.488,1
Olympia Dollard,Eredivisie,57.3,0.713,25.2,0.241,17.4,-5.62,0.15,0.64,0.724,10.1,0.0042,0
AFC Kanaalstad,Eredivisie,92.7,0.912,-8.3,0.369,45.4,14.75,5.46,0.635,0.167,8.5,0.0477,0
FC Maasdijk,Eredivisie,224.8,0.911,49.9,0.359,3.2,-10.28,0.9,0.207,0.885,9.3,0.0026,0
RFC Lysveld,Belgian Pro League,156.1,0.759,29.7,0.383,15.3,-6.04,8.77,0.332,0.454,7.2,0.0194,0
SV Rheinfelden,Bundesliga,83.9,1.064,8.4,0.726,35.3,12.62,6.36,0.368,0.635,1.4,0.0707,0
Royal Ardennes FC,Belgian Pro League,237.7,0.936,49.1,0.166,2.4,13.9,-2.84,0.467,0.922,0.3,0.0028,0
RFC Lysveld,Belgian Pro League,57.6,0.665,40.4,0.487,2.5,-8.13,-0.7,0.236,0.738,6.4,0.0023,0
Union Kempen,Belgian Pro League,123.4,0.941,42.1,0.225,3.5,11.41,9.15,0.394,0.541,8.6,0.0155,0
Borussia Talheim,Bundesliga,195.3,0.811,32.6,0.755,34.4,-10.83,7.9,0.607,0.403,1.3,0.0376,0
SpVgg Lindenau,Bundesliga,188.4,0.78,45.5,0.669,41.4,7.85,-6.18,0.287,0.462,5.2,0.006,0
Sparta Veenendaal,Eredivisie,67.8,0.825,7.5,0.861,-4.7,-14.61,-4.51,0.551,0.342,3.1,0.9164,1
FC Walloon Rovers,Belgian Pro League,77.6,0.997,37.5,0.81,20.5,-2.8,-2.71,0.43,0.946,6.8,0.0092,0
Union Kempen,Belgian Pro League,95.1,0.863,42.7,0.419,21.3,-7.58,7.6,0.235,0.253,4.7,0.0285,0
FC Waldkirchen,Bundesliga,102.1,0.822,-9.8,0.656,28.7,6.12,8.55,0.289,0.409,2.4,0.0369,0
SV Rheinfelden,Bundesliga,163.2,0.539,5.2,0.374,37.5,-14.52,6.05,0.271,0.778,0.1,0.0013,0
Royal Ardennes FC,Belgian Pro League,81.1,0.785,-2.0,0.794,47.3,-1.05,-4.49,0.51,0.364,3.9,0.1171,0
FC Waldkirchen,Bundesliga,104.8,1.013,-7.2,0.474,3.5,5.9,7.74,0.244,0.887,6.2,0.0325,0
Royal Ardennes FC,Belgian Pro League,87.1,0.919,8.1,0.462,3.6,-13.6,-9.34,0.612,0.243,11.2,0.5371,1
FC Maasdijk,Eredivisie,144.5,0.549,-0.5,0.774,31.8,11.92,-1.54,0.603,0.031,2.7,0.1786,0
FC Hertenbos,Eredivisie,105.7,1.0,26.0,0.747,8.8,-4.16,-2.45,0.24,0.629,6.1,0.1202,0
SK Meerhout,Belgian Pro League,106.1,0.97,-12.0,0.829,12.4,-10.04,0.7,0.644,0.508,6.8,0.8339,0
FC Walloon Rovers,Belgian Pro League,210.8,0.776,13.3,0.193,-5.9,-8.24,1.21,0.68,0.933,7.8,0.0032,0
AFC Kanaalstad,Eredivisie,47.6,0.579,24.5,0.4,4.9,-4.83,-5.49,0.222,0.423,3.9,0.0134,0
SK Meerhout,Belgian Pro League,72.8,0.848,6.9,0.422,43.9,-9.05,-5.91,0.675,0.136,1.2,0.109,0
SC Lindehoven,Eredivisie,138.5,0.553,16.4,0.464,0.9,0.32,6.07,0.34,0.33,11.1,0.0049,0
KAS Dendermonde-West,Belgian Pro League,75.6,0.721,38.0,0.531,27.1,3.99,-8.48,0.532,0.393,11.4,0.0076,0
FC Hertenbos,Eredivisie,106.1,0.867,56.0,0.397,32.4,-2.0,-0.13,0.287,0.583,5.3,0.0044,0
SV Rheinfelden,Bundesliga,152.5,0.993,29.1,0.69,-16.0,-2.19,-6.17,0.609,0.275,7.0,0.9312,1
Royal Ardennes FC,Belgian Pro League,168.4,0.697,-6.4,0.318,5.8,8.45,-3.61,0.621,0.55,0.3,0.0169,0
KAS Dendermonde-West,Belgian Pro League,114.0,0.984,-11.0,0.652,6.2,-5.97,-4.45,0.689,0.908,0.6,0.3472,1
FC Waldkirchen,Bundesliga,149.5,0.997,59.8,0.731,13.6,3.68,4.17,0.696,0.424,0.9,0.3206,0
Olympia Dollard,Eredivisie,88.4,0.559,30.4,0.607,17.1,11.79,-0.88,0.238,0.652,8.9,0.0004,0
KVC Houtland,Belgian Pro League,116.7,0.66,39.3,0.431,32.5,-8.35,-4.01,0.529,0.229,2.7,0.0257,0
KVC Houtland,Belgian Pro League,139.9,0.893,36.2,0.312,-0.1,3.6,6.63,0.337,0.801,2.2,0.0066,0
SC Eichberg,Bundesliga,151.8,0.912,-0.6,0.271,-12.7,13.44,-8.28,0.263,0.27,0.1,0.4539,0
AFC Kanaalstad,Eredivisie,135.9,0.73,18.2,0.67,-8.5,0.89,5.33,0.274,0.58,0.3,0.0272,0
KVC Houtland,Belgian Pro League,39.7,0.912,33.8,0.549,6.5,14.31,-5.03,0.668,0.3,4.9,0.1114,0
FC Nordhafen,Bundesliga,147.4,0.839,51.7,0.217,9.7,-5.7,8.36,0.542,0.067,6.5,0.0618,0
VfL Donaustein,Bundesliga,238.1,0.863,14.0,0.765,44.2,1.93,-9.89,0.225,0.32,6.9,0.0683,0
FC Maasdijk,Eredivisie,165.0,0.886,33.0,0.607,-10.7,-5.67,1.13,0.692,0.212,5.5,0.8712,1
KVC Houtland,Belgian Pro League,65.2,0.604,-12.6,0.774,27.1,-14.89,2.45,0.604,0.893,5.5,0.0692,0
Royal Ardennes FC,Belgian Pro League,208.3,0.575,66.0,0.433,30.8,14.92,1.55,0.355,0.266,9.0,0.001,0
RKC Zandvoort-Noord,Eredivisie,152.7,0.587,5.1,0.796,37.7,-7.8,6.3,0.435,0.974,3.5,0.0008,0
SV Rheinfelden,Bundesliga,189.0,0.986,45.9,0.291,21.8,14.19,-7.76,0.563,0.492,2.9,0.0606,0
SV Rheinfelden,Bundesliga,90.1,1.022,-3.9,0.338,-17.1,4.59,-1.69,0.538,0.221,10.3,0.7674,1
KAS Dendermonde-West,Belgian Pro League,215.7,0.904,40.5,0.718,23.9,12.12,7.27,0.432,0.391,8.3,0.0136,0
Borussia Talheim,Bundesliga,133.9,0.588,34.2,0.766,15.1,14.02,7.77,0.456,0.183,5.7,0.0107,0
KAS Dendermonde-West,Belgian Pro League,150.2,0.818,10.6,0.505,35.0,2.03,-0.03,0.222,0.834,3.3,0.0015,0
KV Scheldebrug,Belgian Pro League,77.9,0.65,39.9,0.307,5.1,14.99,1.16,0.45,0.12,1.6,0.0171,0
SV Rheinfelden,Bundesliga,107.0,0.731,48.4,0.406,34.3,8.02,5.28,0.37,0.874,0.4,0.0001,0
FC Waldkirchen,Bundesliga,205.2,0.633,57.7,0.637,31.9,0.71,5.59,0.343,0.046,10.2,0.0056,0
RFC Lysveld,Belgian Pro League,191.1,0.932,15.6,0.704,24.3,4.65,7.76,0.335,0.3,7.1,0.2046,0
Borussia Talheim,Bundesliga,140.3,0.599,41.5,0.414,6.0,-9.17,6.88,0.524,0.14,0.5,0.0395,0
KV Scheldebrug,Belgian Pro League,124.1,0.868,25.3,0.24,27.3,-14.67,-1.71,0.415,0.685,1.9,0.0098,0
FC Maasdijk,Eredivisie,21.1,1.091,15.8,0.685,24.5,-7.3,3.0,0.413,0.512,3.4,0.123,0
TSV Mooshausen,Bundesliga,84.9,0.907,14.4,0.696,15.3,-1.95,-0.34,0.28,0.939,3.2,0.0341,0
VfL Donaustein,Bundesliga,105.7,0.581,26.3,0.482,16.4,-8.16,-7.64,0.681,0.366,6.6,0.0228,0
SV Rheinfelden,Bundesliga,97.9,1.016,-10.4,0.589,-7.4,0.42,6.43,0.312,0.041,4.8,0.9818,1
KAS Dendermonde-West,Belgian Pro League,104.0,0.875,11.4,0.844,4.3,4.74,2.04,0.403,0.762,10.6,0.0697,0
RKC Zandvoort-Noord,Eredivisie,95.2,0.782,-7.5,0.374,35.6,4.67,-8.84,0.295,0.58,8.6,0.0044,0
KAS Dendermonde-West,Belgian Pro League,50.5,0.909,-4.8,0.609,10.4,11.81,3.54,0.552,0.827,10.9,0.008,0
SC Lindehoven,Eredivisie,208.5,0.95,2.1,0.543,26.8,13.99,-4.34,0.418,0.426,10.4,0.2163,0
TSV Mooshausen,Bundesliga,113.5,0.785,-2.6,0.558,34.1,11.72,-8.61,0.407,0.738,11.1,0.0081,0
SC Eichberg,Bundesliga,84.6,0.826,37.8,0.779,28.9,3.61,2.13,0.638,0.171,11.8,0.1244,1
FC Hertenbos,Eredivisie,109.3,0.774,22.9,0.596,30.4,-8.83,4.64,0.58,1.0,3.7,0.0045,0
SC Eichberg,Bundesliga,93.6,0.584,-19.5,0.543,32.5,13.3,0.35,0.46,0.174,2.5,0.0765,1
Union Kempen,Belgian Pro League,58.1,0.972,35.2,0.317,15.1,-9.75,-9.89,0.434,0.83,2.0,0.0759,0
TSV Mooshausen,Bundesliga,56.1,0.629,44.3,0.689,6.4,-10.46,1.54,0.68,0.212,7.5,0.0518,0
SC Eichberg,Bundesliga,62.9,0.765,42.8,0.32,40.9,-5.47,-9.87,0.678,0.783,8.2,0.0024,0
FC Walloon Rovers,Belgian Pro League,96.4,0.746,42.4,0.233,48.8,2.21,8.53,0.552,0.861,1.1,0.0001,0
FC Walloon Rovers,Belgian Pro League,117.3,0.68,57.9,0.517,20.9,5.44,-4.65,0.58,0.877,9.9,0.0003,0
AFC Kanaalstad,Eredivisie,142.8,0.732,29.6,0.556,47.3,-14.6,7.42,0.65,0.476,9.4,0.0052,0
Royal Ardennes FC,Belgian Pro League,112.0,0.859,55.0,0.847,47.3,8.34,-9.76,0.682,0.429,7.5,0.0067,0
KAS Dendermonde-West,Belgian Pro League,94.4,0.707,51.8,0.673,21.3,-9.75,-8.06,0.241,0.834,5.2,0.0024,0
FC Walloon Rovers,Belgian Pro League,96.6,0.634,3.2,0.759,37.8,-6.11,-0.97,0.699,0.579,1.8,0.0424,0
RFC Lysveld,Belgian Pro League,113.6,0.989,47.5,0.428,22.1,-5.34,5.17,0.552,0.621,6.1,0.0054,0
SC Lindehoven,Eredivisie,84.2,1.055,38.6,0.549,-4.4,-5.03,8.85,0.496,0.236,1.9,0.7209,0
SK Meerhout,Belgian Pro League,107.6,0.778,40.1,0.833,-7.3,7.81,0.42,0.407,0.446,7.3,0.0542,0
KAS Dendermonde-West,Belgian Pro League,175.8,0.678,57.4,0.438,20.2,-13.77,-2.89,0.368,0.369,3.7,0.0225,0
SC Eichberg,Bundesliga,139.0,0.549,13.6,0.709,44.2,-9.1,-9.11,0.602,0.665,3.0,0.0209,0
AFC Kanaalstad,Eredivisie,138.9,0.544,14.8,0.529,16.6,-14.33,1.67,0.527,0.196,5.3,0.1395,0
Sparta Veenendaal,Eredivisie,90.6,0.752,27.6,0.363,37.8,8.35,-2.4,0.3,0.406,7.0,0.0045,0
FC Hertenbos,Eredivisie,144.0,1.006,41.4,0.561,22.2,14.51,8.18,0.505,0.849,4.4,0.0023,0
KAS Dendermonde-West,Belgian Pro League,191.0,0.881,57.9,0.302,28.5,4.79,-0.4,0.271,0.546,11.6,0.0018,0
VV Polderkamp,Eredivisie,223.8,0.667,61.5,0.145,10.5,2.7,5.31,0.448,0.896,0.1,0.0002,0
Royal Ardennes FC,Belgian Pro League,152.4,1.022,41.1,0.335,10.6,12.24,6.96,0.492,0.233,11.0,0.1139,0
Sparta Veenendaal,Eredivisie,83.0,0.774,51.1,0.348,0.9,-7.35,-8.03,0.518,0.44,0.0,0.0864,0
RFC Lysveld,Belgian Pro League,146.3,0.665,-1.4,0.425,8.2,-13.01,-1.18,0.273,0.5,2.6,0.0203,0
AFC Kanaalstad,Eredivisie,121.9,0.754,55.2,0.77,-4.0,0.3,7.87,0.248,0.401,12.0,0.0096,0
RKC Zandvoort-Noord,Eredivisie,247.9,0.584,1.8,0.378,3.5,-7.19,-1.51,0.329,0.684,8.7,0.0035,0
FC Maasdijk,Eredivisie,145.8,0.982,27.6,0.729,-3.7,-1.47,1.3,0.504,0.149,7.7,0.7687,1
VfL Donaustein,Bundesliga,74.5,0.743,-16.6,0.584,25.8,-1.31,7.46,0.666,0.519,8.7,0.0395,0
SK Meerhout,Belgian Pro League,205.0,0.836,35.5,0.159,14.6,-5.44,-5.35,0.59,0.139,4.9,0.0649,0
FC Waldkirchen,Bundesliga,157.6,0.718,16.3,0.302,7.8,-0.41,7.89,0.573,0.629,9.4,0.0041,0
SC Eichberg,Bundesliga,24.4,1.047,-23.2,0.854,33.3,-3.6,-2.06,0.365,0.83,1.9,0.5131,1
SpVgg Lindenau,Bundesliga,154.3,0.852,35.7,0.57,19.2,-11.61,1.86,0.256,0.02,9.5,0.4518,0
TSV Mooshausen,Bundesliga,150.8,0.773,41.7,0.78,45.4,11.0,-3.44,0.646,0.457,11.3,0.0028,0
SK Meerhout,Belgian Pro League,232.6,0.55,8.5,0.337,35.0,6.04,0.54,0.45,0.493,10.3,0.0021,0
FC Hertenbos,Eredivisie,66.8,1.027,29.0,0.692,-16.8,-13.76,-9.01,0.25,0.72,8.9,0.7964,1
Sparta Veenendaal,Eredivisie,117.8,0.819,-4.7,0.698,43.5,-11.53,-8.69,0.467,0.075,7.8,0.5879,1
Sparta Veenendaal,Eredivisie,92.7,0.694,-10.9,0.843,43.9,-12.1,-1.71,0.538,0.406,6.3,0.2026,0
Sparta Veenendaal,Eredivisie,56.2,1.02,-14.4,0.251,20.6,-13.15,-3.3,0.36,0.785,4.7,0.0174,0
AFC Kanaalstad,Eredivisie,93.4,0.574,24.8,0.827,28.3,-13.23,2.32,0.205,0.532,10.4,0.0033,0
SC Lindehoven,Eredivisie,183.1,0.668,49.2,0.417,20.5,-10.29,-9.24,0.511,0.75,7.8,0.0015,0
SC Lindehoven,Eredivisie,124.8,0.81,28.3,0.736,17.8,10.44,-6.65,0.22,0.364,5.2,0.0359,0
VV Polderkamp,Eredivisie,225.8,0.661,56.6,0.491,39.7,9.85,-5.81,0.416,0.92,9.4,0.0003,0
SpVgg Lindenau,Bundesliga,51.7,0.813,19.3,0.603,19.6,8.49,-1.19,0.612,0.077,0.6,0.2053,0
RKC Zandvoort-Noord,Eredivisie,182.2,0.642,50.5,0.397,4.6,3.44,-5.06,0.699,0.091,9.8,0.0536,0
FC Nordhafen,Bundesliga,222.9,0.553,69.1,0.674,0.3,6.7,-7.25,0.385,0.528,9.7,0.0018,0
SC Lindehoven,Eredivisie,89.1,0.567,8.2,0.389,4.0,7.15,1.95,0.21,0.471,2.7,0.0046,0
RFC Lysveld,Belgian Pro League,219.7,0.569,5.1,0.461,11.4,11.68,4.88,0.446,0.638,0.5,0.003,0
SV Rheinfelden,Bundesliga,107.0,1.035,-9.3,0.569,4.1,6.97,3.71,0.338,0.229,8.6,0.8395,1
TSV Mooshausen,Bundesliga,163.4,0.813,32.9,0.653,42.4,7.09,-4.48,0.646,0.226,2.4,0.0571,0
KV Scheldebrug,Belgian Pro League,187.3,0.757,31.9,0.466,4.9,9.12,7.09,0.556,0.749,12.0,0.0014,0
KVC Houtland,Belgian Pro League,148.8,0.72,-0.6,0.622,10.9,1.69,2.24,0.402,0.292,0.1,0.1592,0
RFC Lysveld,Belgian Pro League,57.5,0.931,42.3,0.549,-1.4,-8.61,2.29,0.581,0.727,2.8,0.1659,0
FC Waldkirchen,Bundesliga,96.0,0.618,52.6,0.639,27.6,-12.46,-5.74,0.371,0.641,0.5,0.0163,0
SV Rheinfelden,Bundesliga,119.9,0.677,1.3,0.634,30.0,-2.43,-5.16,0.461,0.083,9.4,0.1193,0
SV Rheinfelden,Bundesliga,186.4,0.844,5.5,0.619,19.8,-12.25,-0.5,0.661,0.711,6.9,0.0204,0
FC Maasdijk,Eredivisie,65.3,0.808,-8.2,0.761,46.1,-9.92,-5.24,0.3,0.88,10.2,0.0161,0
SV Rheinfelden,Bundesliga,184.7,0.904,19.2,0.512,45.8,-14.28,3.76,0.357,0.817,11.6,0.003,0
SK Meerhout,Belgian Pro League,241.3,0.944,61.8,0.257,35.1,-5.99,-3.83,0.643,0.009,7.3,0.3867,0
FC Hertenbos,Eredivisie,141.9,0.952,30.3,0.625,32.9,14.1,-6.96,0.431,0.54,2.8,0.0515,0
FC Waldkirchen,Bundesliga,29.7,0.671,-23.7,0.304,15.2,-3.63,-6.97,0.359,0.913,1.1,0.0056,0
SC Lindehoven,Eredivisie,213.2,0.538,29.2,0.29,32.1,-7.77,-7.46,0.219,0.599,10.4,0.0023,0
FC Hertenbos,Eredivisie,94.7,0.633,-14.2,0.724,15.4,-2.9,-1.2,0.409,0.29,2.9,0.5235,0
SC Lindehoven,Eredivisie,100.9,0.95,10.8,0.492,31.7,-5.96,-9.94,0.45,0.195,10.7,0.4392,0
Borussia Talheim,Bundesliga,221.6,0.962,24.8,0.464,-5.4,5.22,0.85,0.403,0.685,10.5,0.027,0
Olympia Dollard,Eredivisie,68.9,1.039,25.7,0.864,-5.1,4.03,-4.03,0.339,0.771,7.5,0.4034,0
KVC Houtland,Belgian Pro League,42.3,0.725,14.9,0.398,-6.1,-14.18,1.05,0.385,0.913,7.2,0.0046,0
FC Nordhafen,Bundesliga,117.6,0.972,48.9,0.217,20.5,0.34,8.71,0.521,0.906,11.4,0.0007,0
SV Rheinfelden,Bundesliga,256.4,0.749,-0.9,0.196,32.1,-13.91,7.38,0.646,0.339,9.1,0.0078,0
SC Eichberg,Bundesliga,93.1,0.974,38.2,0.375,-15.9,5.32,1.53,0.525,0.604,8.2,0.3013,0
KVC Houtland,Belgian Pro League,151.3,0.804,-12.8,0.65,19.7,13.07,-1.64,0.523,0.102,5.2,0.4066,0
Sparta Veenendaal,Eredivisie,125.1,0.607,5.8,0.696,17.8,12.22,3.97,0.608,0.094,5.8,0.1806,0
FC Hertenbos,Eredivisie,140.4,0.565,51.9,0.553,44.0,-8.83,8.46,0.283,0.071,4.7,0.01,0
VfL Donaustein,Bundesliga,99.2,1.041,32.5,0.378,-15.9,7.28,-0.21,0.351,0.927,11.4,0.0255,0
FC Maasdijk,Eredivisie,101.0,0.764,-7.2,0.548,-6.7,8.79,-8.01,0.225,0.152,7.7,0.3028,1
SC Eichberg,Bundesliga,145.3,0.704,22.6,0.198,29.4,10.93,5.32,0.375,0.482,9.4,0.0002,0
VV Polderkamp,Eredivisie,70.1,0.742,31.5,0.668,26.5,-7.21,-9.79,0.699,0.433,0.4,0.1611,0
KAS Dendermonde-West,Belgian Pro League,188.7,0.699,62.1,0.557,42.2,-1.47,5.29,0.365,0.325,10.2,0.0014,0
SK Meerhout,Belgian Pro League,77.6,1.045,25.6,0.241,17.2,-8.35,-8.3,0.63,0.538,5.0,0.1227,1
SC Lindehoven,Eredivisie,254.7,0.504,-0.4,0.649,55.3,-14.27,-7.87,0.243,0.003,8.8,0.0766,0
SC Eichberg,Bundesliga,156.8,0.578,24.6,0.67,14.9,4.77,5.63,0.43,0.38,0.5,0.0194,0
RKC Zandvoort-Noord,Eredivisie,206.7,0.904,3.8,0.351,9.9,-2.06,3.79,0.376,0.479,10.7,0.0336,0
VfL Donaustein,Bundesliga,128.2,0.815,-13.6,0.605,47.4,-7.56,1.24,0.301,0.803,7.9,0.0035,0
VfL Donaustein,Bundesliga,101.5,0.609,25.7,0.598,1.6,10.41,6.41,0.386,0.701,5.5,0.0008,0
KVC Houtland,Belgian Pro League,98.8,0.561,39.1,0.307,44.3,-0.13,7.03,0.526,0.85,3.6,0.0001,0
Sparta Veenendaal,Eredivisie,146.7,0.638,-12.3,0.311,-5.1,14.84,-0.85,0.445,0.376,3.7,0.0199,0
SC Eichberg,Bundesliga,120.4,0.669,42.2,0.64,22.5,8.8,9.93,0.622,0.141,3.6,0.0167,0
KVC Houtland,Belgian Pro League,191.8,0.508,44.6,0.759,7.4,11.08,-2.85,0.652,0.401,1.6,0.0053,0
FC Maasdijk,Eredivisie,184.0,0.616,47.2,0.535,30.8,8.2,-6.57,0.441,0.963,5.6,0.0002,0
FC Hertenbos,Eredivisie,177.1,0.891,7.4,0.534,34.3,-11.82,6.92,0.691,0.214,5.4,0.3322,0
Royal Ardennes FC,Belgian Pro League,187.9,0.947,20.1,0.578,-13.3,-13.05,-1.69,0.236,0.175,4.9,0.9016,1
FC Maasdijk,Eredivisie,170.3,0.977,-3.1,0.456,-6.4,12.45,7.49,0.338,0.944,8.4,0.0171,0
Sparta Veenendaal,Eredivisie,119.6,0.737,0.1,0.238,11.7,-10.85,-8.78,0.408,0.95,5.0,0.0019,0
FC Walloon Rovers,Belgian Pro League,86.7,0.715,1.2,0.476,7.2,-3.26,-7.78,0.491,0.149,1.1,0.2866,0
VfL Donaustein,Bundesliga,99.4,1.063,4.0,0.791,4.1,3.3,-9.19,0.473,0.769,10.2,0.4613,1
SC Lindehoven,Eredivisie,157.0,0.916,-0.4,0.697,42.8,-8.64,2.04,0.484,0.43,5.1,0.0569,0
KAS Dendermonde-West,Belgian Pro League,86.0,0.829,-7.7,0.816,-5.6,-8.24,6.64,0.648,0.492,7.9,0.7866,1
SC Eichberg,Bundesliga,169.6,0.643,57.0,0.272,19.5,-1.01,-1.95,0.339,0.499,11.2,0.0015,0
Borussia Talheim,Bundesliga,65.1,0.726,35.7,0.558,18.9,-4.17,-8.19,0.608,0.968,9.2,0.0018,0
KVC Houtland,Belgian Pro League,164.4,0.781,13.5,0.552,6.6,5.3,-2.53,0.479,0.185,6.5,0.2644,0
Olympia Dollard,Eredivisie,141.3,0.806,57.3,0.325,5.8,-12.75,-3.04,0.445,0.773,6.5,0.0073,0
FC Waldkirchen,Bundesliga,84.6,0.557,-4.0,0.352,39.6,-0.34,2.87,0.35,0.006,10.2,0.0118,0
VfL Donaustein,Bundesliga,67.4,1.057,6.9,0.733,18.4,-9.77,3.04,0.352,0.629,9.9,0.2344,0
RKC Zandvoort-Noord,Eredivisie,230.1,0.782,57.4,0.57,38.6,3.2,-7.94,0.394,0.653,2.1,0.002,0
VV Polderkamp,Eredivisie,145.9,0.828,18.9,0.602,12.7,-11.51,-1.6,0.582,0.754,7.5,0.1359,0
VV Polderkamp,Eredivisie,75.8,0.664,-5.4,0.399,29.8,-9.07,2.85,0.438,0.926,10.4,0.001,0
Olympia Dollard,Eredivisie,224.4,0.883,22.5,0.468,40.3,9.12,-4.82,0.277,0.754,9.6,0.0016,0
SC Lindehoven,Eredivisie,216.4,0.872,31.7,0.163,38.1,-7.94,-1.86,0.58,0.732,1.5,0.0064,0
SC Eichberg,Bundesliga,169.7,0.56,35.4,0.258,51.8,7.11,2.27,0.532,0.254,5.2,0.0042,0
KVC Houtland,Belgian Pro League,75.8,0.863,7.8,0.56,3.4,-6.81,-1.94,0.675,0.993,6.2,0.0123,0
FC Hertenbos,Eredivisie,98.3,0.886,12.4,0.413,45.7,-7.95,-9.38,0.465,0.468,3.1,0.0335,0
AFC Kanaalstad,Eredivisie,32.1,1.009,-8.3,0.871,31.8,-6.03,-5.55,0.527,0.417,8.2,0.7804,1
AFC Kanaalstad,Eredivisie,76.6,0.661,17.9,0.529,41.2,11.43,5.52,0.44,0.502,5.7,0.0026,0
VV Polderkamp,Eredivisie,108.8,0.995,-2.6,0.263,23.3,-3.09,-5.03,0.54,0.394,3.6,0.1456,0
FC Nordhafen,Bundesliga,140.9,0.764,51.1,0.202,49.3,-7.69,6.35,0.418,0.594,4.0,0.0005,0
Borussia Talheim,Bundesliga,181.4,0.555,46.6,0.632,23.3,1.1,-0.66,0.269,0.35,10.3,0.0023,0
FC Waldkirchen,Bundesliga,87.1,0.604,9.5,0.331,39.8,-3.43,-0.54,0.693,0.24,10.4,0.02,0
